Reference	MT Abundance	Ref ID
P009|OVAL_CHICK	0.089708	107	0.18984
P009|OVAL_CHICK	0.10176	107	0.18984
P009|OVAL_CHICK	0.10372	107	0.18984
P009|OVAL_CHICK	0.10372	107	0.18984
P009|OVAL_CHICK	0.1141	107	0.18984
P009|OVAL_CHICK	0.13497	107	0.18984
P009|OVAL_CHICK	0.14486	107	0.18984
P009|OVAL_CHICK	0.144904	107	0.18984
P009|OVAL_CHICK	0.14646	107	0.18984
P009|OVAL_CHICK	0.16952	107	0.18984
P009|OVAL_CHICK	0.1793	107	0.18984
P009|OVAL_CHICK	0.197919	107	0.18984
P009|OVAL_CHICK	0.2049	107	0.18984
P009|OVAL_CHICK	0.21014	107	0.18984
P009|OVAL_CHICK	0.21239	107	0.18984
P009|OVAL_CHICK	0.21613	107	0.18984
P009|OVAL_CHICK	0.21784	107	0.18984
P009|OVAL_CHICK	0.22736	107	0.18984
P009|OVAL_CHICK	0.228902	107	0.18984
P009|OVAL_CHICK	0.231644	107	0.18984
P009|OVAL_CHICK	0.23798	107	0.18984
P009|OVAL_CHICK	0.2502	107	0.18984
P009|OVAL_CHICK	0.2526	107	0.18984
P009|OVAL_CHICK	0.2731	107	0.18984
P009|OVAL_CHICK	0.307	107	0.18984
P009|OVAL_CHICK	0.3288	107	0.18984
P009|OVAL_CHICK	0.3447	107	0.18984
P009|OVAL_CHICK	0.3447	107	0.18984
P009|OVAL_CHICK	0.34871	107	0.18984
P009|OVAL_CHICK	0.36326	107	0.18984
P009|OVAL_CHICK	0.3806	107	0.18984
P009|OVAL_CHICK	0.4326	107	0.18984
P009|OVAL_CHICK	0.4427	107	0.18984
P009|OVAL_CHICK	0.4486	107	0.18984
P009|OVAL_CHICK	0.47852	107	0.18984
P009|OVAL_CHICK	0.50934	107	0.18984
P009|OVAL_CHICK	0.56108	107	0.18984
P009|OVAL_CHICK	0.64447	107	0.18984
P009|OVAL_CHICK	0.6856	107	0.18984
P009|OVAL_CHICK	0.6894	107	0.18984
P009|OVAL_CHICK	0.7578	107	0.18984
P009|OVAL_CHICK	0.81134	107	0.18984
P010|CYC_BOVIN	0.004536	130	0.23563
P010|CYC_BOVIN	0.004536	130	0.23563
P010|CYC_BOVIN	0.004536	130	0.23563
P010|CYC_BOVIN	0.006182	130	0.23563
P010|CYC_BOVIN	0.006182	130	0.23563
P010|CYC_BOVIN	0.006363	130	0.23563
P010|CYC_BOVIN	0.006363	130	0.23563
P010|CYC_BOVIN	0.01156	130	0.23563
P010|CYC_BOVIN	0.01332	130	0.23563
P010|CYC_BOVIN	0.01332	130	0.23563
P010|CYC_BOVIN	0.01422	130	0.23563
P010|CYC_BOVIN	0.014784	130	0.23563
P010|CYC_BOVIN	0.01566	130	0.23563
P010|CYC_BOVIN	0.01566	130	0.23563
P010|CYC_BOVIN	0.027	130	0.23563
P010|CYC_BOVIN	0.027	130	0.23563
P010|CYC_BOVIN	0.03456	130	0.23563
P010|CYC_BOVIN	0.03846	130	0.23563
P010|CYC_BOVIN	0.04648	130	0.23563
P010|CYC_BOVIN	0.04648	130	0.23563
P010|CYC_BOVIN	0.04648	130	0.23563
P010|CYC_BOVIN	0.05679	130	0.23563
P010|CYC_BOVIN	0.05679	130	0.23563
P010|CYC_BOVIN	0.06358	130	0.23563
P010|CYC_BOVIN	0.08125	130	0.23563
P010|CYC_BOVIN	0.082572	130	0.23563
P010|CYC_BOVIN	0.0832	130	0.23563
P010|CYC_BOVIN	0.0832	130	0.23563
P010|CYC_BOVIN	0.0992	130	0.23563
P010|CYC_BOVIN	0.0992	130	0.23563
P010|CYC_BOVIN	0.0992	130	0.23563
P010|CYC_BOVIN	0.109548	130	0.23563
P010|CYC_BOVIN	0.109548	130	0.23563
P010|CYC_BOVIN	0.112481	130	0.23563
P010|CYC_BOVIN	0.112481	130	0.23563
P010|CYC_BOVIN	0.11778	130	0.23563
P010|CYC_BOVIN	0.11778	130	0.23563
P010|CYC_BOVIN	0.1195	130	0.23563
P010|CYC_BOVIN	0.1195	130	0.23563
P010|CYC_BOVIN	0.12263	130	0.23563
P010|CYC_BOVIN	0.139226	130	0.23563
P010|CYC_BOVIN	0.139226	130	0.23563
P010|CYC_BOVIN	0.13936	130	0.23563
P010|CYC_BOVIN	0.13936	130	0.23563
P010|CYC_BOVIN	0.14304	130	0.23563
P010|CYC_BOVIN	0.165686	130	0.23563
P010|CYC_BOVIN	0.165686	130	0.23563
P010|CYC_BOVIN	0.18318	130	0.23563
P010|CYC_BOVIN	0.1858	130	0.23563
P010|CYC_BOVIN	0.18826	130	0.23563
P010|CYC_BOVIN	0.18826	130	0.23563
P010|CYC_BOVIN	0.18932	130	0.23563
P010|CYC_BOVIN	0.18932	130	0.23563
P010|CYC_BOVIN	0.19007	130	0.23563
P010|CYC_BOVIN	0.19007	130	0.23563
P010|CYC_BOVIN	0.20192	130	0.23563
P010|CYC_BOVIN	0.21106	130	0.23563
P010|CYC_BOVIN	0.21106	130	0.23563
P010|CYC_BOVIN	0.21574	130	0.23563
P010|CYC_BOVIN	0.27182	130	0.23563
P010|CYC_BOVIN	0.27182	130	0.23563
P010|CYC_BOVIN	0.27182	130	0.23563
P010|CYC_BOVIN	0.290642	130	0.23563
P010|CYC_BOVIN	0.2951	130	0.23563
P010|CYC_BOVIN	0.2951	130	0.23563
P010|CYC_BOVIN	0.3498	130	0.23563
P010|CYC_BOVIN	0.38756	130	0.23563
P010|CYC_BOVIN	0.38756	130	0.23563
P010|CYC_BOVIN	0.4019	130	0.23563
P010|CYC_BOVIN	0.410078	130	0.23563
P010|CYC_BOVIN	0.4548	130	0.23563
P010|CYC_BOVIN	0.4548	130	0.23563
P010|CYC_BOVIN	0.45622	130	0.23563
P010|CYC_BOVIN	0.45622	130	0.23563
P010|CYC_BOVIN	0.45622	130	0.23563
P010|CYC_BOVIN	0.4853	130	0.23563
P010|CYC_BOVIN	0.48892	130	0.23563
P010|CYC_BOVIN	0.48892	130	0.23563
P010|CYC_BOVIN	0.48892	130	0.23563
P010|CYC_BOVIN	0.51049	130	0.23563
P010|CYC_BOVIN	0.51049	130	0.23563
P010|CYC_BOVIN	0.51049	130	0.23563
P010|CYC_BOVIN	0.51049	130	0.23563
P010|CYC_BOVIN	0.55826	130	0.23563
P010|CYC_BOVIN	0.60604	130	0.23563
P010|CYC_BOVIN	0.60604	130	0.23563
P010|CYC_BOVIN	0.6244	130	0.23563
P010|CYC_BOVIN	0.704666	130	0.23563
P010|CYC_BOVIN	0.71108	130	0.23563
P010|CYC_BOVIN	0.71108	130	0.23563
P010|CYC_BOVIN	0.8128	130	0.23563
P010|CYC_BOVIN	0.8128	130	0.23563
P011|MANA_YEAST	0.0045	120	0.10576
P011|MANA_YEAST	0.0054	120	0.10576
P011|MANA_YEAST	0.00688	120	0.10576
P011|MANA_YEAST	0.0106	120	0.10576
P011|MANA_YEAST	0.01252	120	0.10576
P011|MANA_YEAST	0.01468	120	0.10576
P011|MANA_YEAST	0.01544	120	0.10576
P011|MANA_YEAST	0.020696	120	0.10576
P011|MANA_YEAST	0.033027	120	0.10576
P011|MANA_YEAST	0.035828	120	0.10576
P011|MANA_YEAST	0.03824	120	0.10576
P011|MANA_YEAST	0.03846	120	0.10576
P011|MANA_YEAST	0.0436	120	0.10576
P011|MANA_YEAST	0.045681	120	0.10576
P011|MANA_YEAST	0.0492	120	0.10576
P011|MANA_YEAST	0.0518	120	0.10576
P011|MANA_YEAST	0.05361	120	0.10576
P011|MANA_YEAST	0.0612	120	0.10576
P011|MANA_YEAST	0.065932	120	0.10576
P011|MANA_YEAST	0.07474	120	0.10576
P011|MANA_YEAST	0.0754	120	0.10576
P011|MANA_YEAST	0.07892	120	0.10576
P011|MANA_YEAST	0.086314	120	0.10576
P011|MANA_YEAST	0.09557	120	0.10576
P011|MANA_YEAST	0.0973	120	0.10576
P011|MANA_YEAST	0.09952	120	0.10576
P011|MANA_YEAST	0.1032	120	0.10576
P011|MANA_YEAST	0.11854	120	0.10576
P011|MANA_YEAST	0.13784	120	0.10576
P011|MANA_YEAST	0.14486	120	0.10576
P011|MANA_YEAST	0.146556	120	0.10576
P011|MANA_YEAST	0.14804	120	0.10576
P011|MANA_YEAST	0.1722	120	0.10576
P011|MANA_YEAST	0.185	120	0.10576
P011|MANA_YEAST	0.196049	120	0.10576
P011|MANA_YEAST	0.20586	120	0.10576
P011|MANA_YEAST	0.2466	120	0.10576
P011|MANA_YEAST	0.24836	120	0.10576
P011|MANA_YEAST	0.3299	120	0.10576
P011|MANA_YEAST	0.3402	120	0.10576
P011|MANA_YEAST	0.3978	120	0.10576
P012|PHS2_RABIT	0.0036	111	0.23913
P012|PHS2_RABIT	0.0036	111	0.23913
P012|PHS2_RABIT	0.0036	111	0.23913
P012|PHS2_RABIT	0.00432	111	0.23913
P012|PHS2_RABIT	0.004506	111	0.23913
P012|PHS2_RABIT	0.006154	111	0.23913
P012|PHS2_RABIT	0.006366	111	0.23913
P012|PHS2_RABIT	0.00682	111	0.23913
P012|PHS2_RABIT	0.00723	111	0.23913
P012|PHS2_RABIT	0.0083	111	0.23913
P012|PHS2_RABIT	0.008769	111	0.23913
P012|PHS2_RABIT	0.01084	111	0.23913
P012|PHS2_RABIT	0.01148	111	0.23913
P012|PHS2_RABIT	0.013012	111	0.23913
P012|PHS2_RABIT	0.013832	111	0.23913
P012|PHS2_RABIT	0.01407	111	0.23913
P012|PHS2_RABIT	0.01484	111	0.23913
P012|PHS2_RABIT	0.015106	111	0.23913
P012|PHS2_RABIT	0.01674	111	0.23913
P012|PHS2_RABIT	0.01804	111	0.23913
P012|PHS2_RABIT	0.018515	111	0.23913
P012|PHS2_RABIT	0.01894	111	0.23913
P012|PHS2_RABIT	0.01897	111	0.23913
P012|PHS2_RABIT	0.019114	111	0.23913
P012|PHS2_RABIT	0.019114	111	0.23913
P012|PHS2_RABIT	0.01964	111	0.23913
P012|PHS2_RABIT	0.020173	111	0.23913
P012|PHS2_RABIT	0.020462	111	0.23913
P012|PHS2_RABIT	0.021	111	0.23913
P012|PHS2_RABIT	0.02297	111	0.23913
P012|PHS2_RABIT	0.02336	111	0.23913
P012|PHS2_RABIT	0.0244	111	0.23913
P012|PHS2_RABIT	0.024636	111	0.23913
P012|PHS2_RABIT	0.024636	111	0.23913
P012|PHS2_RABIT	0.025498	111	0.23913
P012|PHS2_RABIT	0.02644	111	0.23913
P012|PHS2_RABIT	0.02659	111	0.23913
P012|PHS2_RABIT	0.028092	111	0.23913
P012|PHS2_RABIT	0.03122	111	0.23913
P012|PHS2_RABIT	0.0336	111	0.23913
P012|PHS2_RABIT	0.03646	111	0.23913
P012|PHS2_RABIT	0.03676	111	0.23913
P012|PHS2_RABIT	0.037551	111	0.23913
P012|PHS2_RABIT	0.03824	111	0.23913
P012|PHS2_RABIT	0.03832	111	0.23913
P012|PHS2_RABIT	0.03846	111	0.23913
P012|PHS2_RABIT	0.04022	111	0.23913
P012|PHS2_RABIT	0.04022	111	0.23913
P012|PHS2_RABIT	0.041	111	0.23913
P012|PHS2_RABIT	0.0412	111	0.23913
P012|PHS2_RABIT	0.04252	111	0.23913
P012|PHS2_RABIT	0.042548	111	0.23913
P012|PHS2_RABIT	0.04267	111	0.23913
P012|PHS2_RABIT	0.0428	111	0.23913
P012|PHS2_RABIT	0.045681	111	0.23913
P012|PHS2_RABIT	0.04614	111	0.23913
P012|PHS2_RABIT	0.04638	111	0.23913
P012|PHS2_RABIT	0.04638	111	0.23913
P012|PHS2_RABIT	0.046742	111	0.23913
P012|PHS2_RABIT	0.04974	111	0.23913
P012|PHS2_RABIT	0.050366	111	0.23913
P012|PHS2_RABIT	0.05143	111	0.23913
P012|PHS2_RABIT	0.05248	111	0.23913
P012|PHS2_RABIT	0.05633	111	0.23913
P012|PHS2_RABIT	0.05805	111	0.23913
P012|PHS2_RABIT	0.05982	111	0.23913
P012|PHS2_RABIT	0.06058	111	0.23913
P012|PHS2_RABIT	0.06216	111	0.23913
P012|PHS2_RABIT	0.0633	111	0.23913
P012|PHS2_RABIT	0.06456	111	0.23913
P012|PHS2_RABIT	0.0651	111	0.23913
P012|PHS2_RABIT	0.06666	111	0.23913
P012|PHS2_RABIT	0.066866	111	0.23913
P012|PHS2_RABIT	0.06768	111	0.23913
P012|PHS2_RABIT	0.06838	111	0.23913
P012|PHS2_RABIT	0.06896	111	0.23913
P012|PHS2_RABIT	0.072384	111	0.23913
P012|PHS2_RABIT	0.07269	111	0.23913
P012|PHS2_RABIT	0.07288	111	0.23913
P012|PHS2_RABIT	0.073608	111	0.23913
P012|PHS2_RABIT	0.0738	111	0.23913
P012|PHS2_RABIT	0.075637	111	0.23913
P012|PHS2_RABIT	0.0782	111	0.23913
P012|PHS2_RABIT	0.07872	111	0.23913
P012|PHS2_RABIT	0.07989	111	0.23913
P012|PHS2_RABIT	0.0806	111	0.23913
P012|PHS2_RABIT	0.08122	111	0.23913
P012|PHS2_RABIT	0.08122	111	0.23913
P012|PHS2_RABIT	0.08125	111	0.23913
P012|PHS2_RABIT	0.083347	111	0.23913
P012|PHS2_RABIT	0.08446	111	0.23913
P012|PHS2_RABIT	0.08466	111	0.23913
P012|PHS2_RABIT	0.08512	111	0.23913
P012|PHS2_RABIT	0.086314	111	0.23913
P012|PHS2_RABIT	0.08835	111	0.23913
P012|PHS2_RABIT	0.09038	111	0.23913
P012|PHS2_RABIT	0.09588	111	0.23913
P012|PHS2_RABIT	0.09588	111	0.23913
P012|PHS2_RABIT	0.10266	111	0.23913
P012|PHS2_RABIT	0.102721	111	0.23913
P012|PHS2_RABIT	0.1032	111	0.23913
P012|PHS2_RABIT	0.10532	111	0.23913
P012|PHS2_RABIT	0.10532	111	0.23913
P012|PHS2_RABIT	0.10598	111	0.23913
P012|PHS2_RABIT	0.111838	111	0.23913
P012|PHS2_RABIT	0.113374	111	0.23913
P012|PHS2_RABIT	0.11854	111	0.23913
P012|PHS2_RABIT	0.11854	111	0.23913
P012|PHS2_RABIT	0.11872	111	0.23913
P012|PHS2_RABIT	0.12066	111	0.23913
P012|PHS2_RABIT	0.12218	111	0.23913
P012|PHS2_RABIT	0.12402	111	0.23913
P012|PHS2_RABIT	0.12407	111	0.23913
P012|PHS2_RABIT	0.128366	111	0.23913
P012|PHS2_RABIT	0.12968	111	0.23913
P012|PHS2_RABIT	0.13164	111	0.23913
P012|PHS2_RABIT	0.13497	111	0.23913
P012|PHS2_RABIT	0.14237	111	0.23913
P012|PHS2_RABIT	0.14294	111	0.23913
P012|PHS2_RABIT	0.1463	111	0.23913
P012|PHS2_RABIT	0.146556	111	0.23913
P012|PHS2_RABIT	0.14957	111	0.23913
P012|PHS2_RABIT	0.15196	111	0.23913
P012|PHS2_RABIT	0.15228	111	0.23913
P012|PHS2_RABIT	0.15228	111	0.23913
P012|PHS2_RABIT	0.15228	111	0.23913
P012|PHS2_RABIT	0.1532	111	0.23913
P012|PHS2_RABIT	0.153226	111	0.23913
P012|PHS2_RABIT	0.153226	111	0.23913
P012|PHS2_RABIT	0.15574	111	0.23913
P012|PHS2_RABIT	0.17484	111	0.23913
P012|PHS2_RABIT	0.1757	111	0.23913
P012|PHS2_RABIT	0.1757	111	0.23913
P012|PHS2_RABIT	0.1768	111	0.23913
P012|PHS2_RABIT	0.18574	111	0.23913
P012|PHS2_RABIT	0.19049	111	0.23913
P012|PHS2_RABIT	0.19272	111	0.23913
P012|PHS2_RABIT	0.19776	111	0.23913
P012|PHS2_RABIT	0.19812	111	0.23913
P012|PHS2_RABIT	0.20516	111	0.23913
P012|PHS2_RABIT	0.2098	111	0.23913
P012|PHS2_RABIT	0.2098	111	0.23913
P012|PHS2_RABIT	0.2098	111	0.23913
P012|PHS2_RABIT	0.209894	111	0.23913
P012|PHS2_RABIT	0.21412	111	0.23913
P012|PHS2_RABIT	0.2147	111	0.23913
P012|PHS2_RABIT	0.21764	111	0.23913
P012|PHS2_RABIT	0.21764	111	0.23913
P012|PHS2_RABIT	0.22254	111	0.23913
P012|PHS2_RABIT	0.228436	111	0.23913
P012|PHS2_RABIT	0.246668	111	0.23913
P012|PHS2_RABIT	0.249966	111	0.23913
P012|PHS2_RABIT	0.2504	111	0.23913
P012|PHS2_RABIT	0.2504	111	0.23913
P012|PHS2_RABIT	0.2504	111	0.23913
P012|PHS2_RABIT	0.25628	111	0.23913
P012|PHS2_RABIT	0.262978	111	0.23913
P012|PHS2_RABIT	0.262978	111	0.23913
P012|PHS2_RABIT	0.26344	111	0.23913
P012|PHS2_RABIT	0.2671	111	0.23913
P012|PHS2_RABIT	0.2684	111	0.23913
P012|PHS2_RABIT	0.273802	111	0.23913
P012|PHS2_RABIT	0.27446	111	0.23913
P012|PHS2_RABIT	0.27446	111	0.23913
P012|PHS2_RABIT	0.27856	111	0.23913
P012|PHS2_RABIT	0.27856	111	0.23913
P012|PHS2_RABIT	0.27856	111	0.23913
P012|PHS2_RABIT	0.28736	111	0.23913
P012|PHS2_RABIT	0.28894	111	0.23913
P012|PHS2_RABIT	0.2932	111	0.23913
P012|PHS2_RABIT	0.2982	111	0.23913
P012|PHS2_RABIT	0.30522	111	0.23913
P012|PHS2_RABIT	0.30844	111	0.23913
P012|PHS2_RABIT	0.31408	111	0.23913
P012|PHS2_RABIT	0.314804	111	0.23913
P012|PHS2_RABIT	0.31886	111	0.23913
P012|PHS2_RABIT	0.31886	111	0.23913
P012|PHS2_RABIT	0.31966	111	0.23913
P012|PHS2_RABIT	0.34241	111	0.23913
P012|PHS2_RABIT	0.3425	111	0.23913
P012|PHS2_RABIT	0.35547	111	0.23913
P012|PHS2_RABIT	0.35654	111	0.23913
P012|PHS2_RABIT	0.3578	111	0.23913
P012|PHS2_RABIT	0.3653	111	0.23913
P012|PHS2_RABIT	0.37105	111	0.23913
P012|PHS2_RABIT	0.374	111	0.23913
P012|PHS2_RABIT	0.3758	111	0.23913
P012|PHS2_RABIT	0.38738	111	0.23913
P012|PHS2_RABIT	0.39161	111	0.23913
P012|PHS2_RABIT	0.39548	111	0.23913
P012|PHS2_RABIT	0.39553	111	0.23913
P012|PHS2_RABIT	0.41092	111	0.23913
P012|PHS2_RABIT	0.4306	111	0.23913
P012|PHS2_RABIT	0.431264	111	0.23913
P012|PHS2_RABIT	0.45039	111	0.23913
P012|PHS2_RABIT	0.49229	111	0.23913
P012|PHS2_RABIT	0.4996	111	0.23913
P012|PHS2_RABIT	0.50128	111	0.23913
P012|PHS2_RABIT	0.54576	111	0.23913
P012|PHS2_RABIT	0.55398	111	0.23913
P012|PHS2_RABIT	0.56564	111	0.23913
P012|PHS2_RABIT	0.5799	111	0.23913
P012|PHS2_RABIT	0.5822	111	0.23913
P012|PHS2_RABIT	0.5822	111	0.23913
P012|PHS2_RABIT	0.5822	111	0.23913
P012|PHS2_RABIT	0.59722	111	0.23913
P012|PHS2_RABIT	0.59722	111	0.23913
P012|PHS2_RABIT	0.599	111	0.23913
P012|PHS2_RABIT	0.6165	111	0.23913
P012|PHS2_RABIT	0.6165	111	0.23913
P012|PHS2_RABIT	0.62368	111	0.23913
P012|PHS2_RABIT	0.64572	111	0.23913
P012|PHS2_RABIT	0.65276	111	0.23913
P012|PHS2_RABIT	0.6794	111	0.23913
P012|PHS2_RABIT	0.68746	111	0.23913
P012|PHS2_RABIT	0.6959	111	0.23913
P012|PHS2_RABIT	0.7706	111	0.23913
P012|PHS2_RABIT	0.78624	111	0.23913
P012|PHS2_RABIT	0.84744	111	0.23913
P012|PHS2_RABIT	0.85176	111	0.23913
P012|PHS2_RABIT	0.8582	111	0.23913
P012|PHS2_RABIT	0.8714	111	0.23913
P012|PHS2_RABIT	0.91438	111	0.23913
P012|PHS2_RABIT	0.927651	111	0.23913
P012|PHS2_RABIT	0.9735	111	0.23913
P012|PHS2_RABIT	0.97622	111	0.23913
P012|PHS2_RABIT	1.0248	111	0.23913
P012|PHS2_RABIT	1.0277	111	0.23913
P012|PHS2_RABIT	1.03077	111	0.23913
P012|PHS2_RABIT	1.0631	111	0.23913
P012|PHS2_RABIT	1.1058	111	0.23913
P012|PHS2_RABIT	1.1238	111	0.23913
P012|PHS2_RABIT	1.19998	111	0.23913
pep-09	0.02333	103	0.02333
pep-11	0.12066	137	0.12066
pep-14	0.34982	127	0.69584
pep-14	1.04186	127	0.69584
pep-16	0.0384	104	0.8272
pep-16	0.0476	104	0.8272
pep-16	2.3956	104	0.8272
pep-20	0.01122	140	0.19946
pep-20	0.3877	140	0.19946
pep-24	0.02892	125	0.10418
pep-24	0.11171	125	0.10418
pep-24	0.1719	125	0.10418
Ribonuclease_A	0.04388	134	0.76213
Ribonuclease_A	0.97171	134	0.76213
Ribonuclease_A	1.2708	134	0.76213
TRYP_PIG	0.006426	108	0.37804
TRYP_PIG	0.008556	108	0.37804
TRYP_PIG	0.01054	108	0.37804
TRYP_PIG	0.01494	108	0.37804
TRYP_PIG	0.01644	108	0.37804
TRYP_PIG	0.02144	108	0.37804
TRYP_PIG	0.026794	108	0.37804
TRYP_PIG	0.03406	108	0.37804
TRYP_PIG	0.06156	108	0.37804
TRYP_PIG	0.06216	108	0.37804
TRYP_PIG	0.0622	108	0.37804
TRYP_PIG	0.06356	108	0.37804
TRYP_PIG	0.06597	108	0.37804
TRYP_PIG	0.0798	108	0.37804
TRYP_PIG	0.09368	108	0.37804
TRYP_PIG	0.12609	108	0.37804
TRYP_PIG	0.12942	108	0.37804
TRYP_PIG	0.1348	108	0.37804
TRYP_PIG	0.197919	108	0.37804
TRYP_PIG	0.2162	108	0.37804
TRYP_PIG	0.23706	108	0.37804
TRYP_PIG	0.2824	108	0.37804
TRYP_PIG	0.29405	108	0.37804
TRYP_PIG	0.4384	108	0.37804
TRYP_PIG	0.50934	108	0.37804
TRYP_PIG	0.5464	108	0.37804
TRYP_PIG	0.61688	108	0.37804
TRYP_PIG	0.811312	108	0.37804
TRYP_PIG	1.61336	108	0.37804
TRYP_PIG	1.6461	108	0.37804
TRYP_PIG	1.8223	108	0.37804
TRYP_PIG	1.8471	108	0.37804
UBIQ_HUMAN	0.01337	126	0.54871
UBIQ_HUMAN	0.043434	126	0.54871
UBIQ_HUMAN	0.057106	126	0.54871
UBIQ_HUMAN	0.06597	126	0.54871
UBIQ_HUMAN	0.088725	126	0.54871
UBIQ_HUMAN	0.09588	126	0.54871
UBIQ_HUMAN	0.10203	126	0.54871
UBIQ_HUMAN	0.10372	126	0.54871
UBIQ_HUMAN	0.15152	126	0.54871
UBIQ_HUMAN	0.15584	126	0.54871
UBIQ_HUMAN	0.2098	126	0.54871
UBIQ_HUMAN	0.2962	126	0.54871
UBIQ_HUMAN	0.2999	126	0.54871
UBIQ_HUMAN	0.60668	126	0.54871
UBIQ_HUMAN	0.6856	126	0.54871
UBIQ_HUMAN	1.00662	126	0.54871
UBIQ_HUMAN	1.093	126	0.54871
UBIQ_HUMAN	1.20994	126	0.54871
UBIQ_HUMAN	1.5856	126	0.54871
UBIQ_HUMAN	1.7973	126	0.54871
UBIQ_HUMAN	1.85473	126	0.54871
